book,author,recommended_by,podcast_number
A Lamp in the Darkness,Jack Kornfield,Jack Kornfield,300
A Path with Heart,Jack Kornfield,Jack Kornfield,300
"After the Ecstasy, the Laundry",Jack Kornfield,Jack Kornfield,300
No Time Like the Present,Jack Kornfield,Jack Kornfield,300
Be Here Now,Ram Dass,Jack Kornfield,300
Emotional Intelligence,Daniel Goleman,Jack Kornfield,300
The Sound of the One Hand,Yoel Hoffman,Jack Kornfield,300
Mind: A Journey to the Heart of Being Human,Daniel J. Siegel M.D.,Jack Kornfield,300
Lovingkindness: The Revolutionary Art of Happiness,Sharon Salzberg,Jack Kornfield,300
The Telomere Effect,Dr. Elizabeth Blackburn,Jack Kornfield,300
The Book of Joy: Lasting Happiness in a Changing World,Dalai Lama,Jack Kornfield,300
Cu Chulainn: An Iron Age Hero,Daragh Smyth,Jack Kornfield,300
Tribe: On Homecoming and Belonging,Sebastian Junger,Jack Kornfield,300
The Water of Life: Initiation and the Tempering of the Soul,Michael Meade,Jack Kornfield,300
"The Art of Forgiveness, Lovingkindness, and Peace",Jack Kornfield,Jack Kornfield,300
The Better Angels of Our Nature,Steven Pinker,Jack Kornfield,300
Bury the Chains,Adam Hochschild,Jack Kornfield,300
In the Realm of Hungry Ghosts,Gabor Maté,Gabor Maté,298
Tribe of Mentors,Tim Ferriss,Gabor Maté,298
The Scourge of the Swastika,Edward Frederick Langley Russell,Gabor Maté,298
Winnie-the-Poo,A.A. Milne,Gabor Maté,298
The Drama of the Gifted Child,Alice Miller,Gabor Maté,298
Don Quixote,Miguel De Cervantes,Gabor Maté,298
Lovingkindness: The Revolutionary Art of Happiness,Sharon Salzberg,Gabor Maté,298
Waking the Tiger: Healing Trauma,Peter A. Levine,Gabor Maté,298
The Gift of Fear and Other Survival Signals that Protect Us From Violence,Gavin de Becker,Gabor Maté,298
Scattered: How Attention Deficit Disorder Originates and What You Can Do About It,Gabor Maté,Gabor Maté,298
Hold On to Your Kids: Why Parents Need to Matter More Than Peers,Gordon Neufeld & Gabor Maté,Gabor Maté,298
Atlas Shrugged,Ayn Rand,Bob Metcalfe,297
Tribe of Mentors,Tim Ferriss,Bob Metcalfe,297
The Selfish Gene,Richard Dawkins,Bob Metcalfe,297
The 4-Hour Workweek,Tim Ferriss,Tim Ferriss,295
The E-Myth Revisited,Michael E. Gerber,Tim Ferriss,295
Built to Sell,John Warrillow,Tim Ferriss,295
The 4 Hour Body,Tim Ferriss,Tim Ferriss,295
Tribe of Mentors,Tim Ferriss,Tim Ferriss,295
The 4-Hour Chef,Tim Ferriss,Tim Ferriss,295
Books by Adam Robinson,Adam Robinson,"Adam Robinson, Debbie Millman, Neil Strauss, Scott Belsky, Veronica Belmont",294
Judgment Under Uncertainty: Heuristics and Biases,Daniel Kahneman,"Adam Robinson, Debbie Millman, Neil Strauss, Scott Belsky, Veronica Belmont",294
The HeartMath Solution,Doc Lew Childre,"Adam Robinson, Debbie Millman, Neil Strauss, Scott Belsky, Veronica Belmont",294
Books by Debbie Millman,Debbie Millman,"Adam Robinson, Debbie Millman, Neil Strauss, Scott Belsky, Veronica Belmont",294
Books by Neil Strauss,Neil Strauss,"Adam Robinson, Debbie Millman, Neil Strauss, Scott Belsky, Veronica Belmont",294
No B.S. Time Management for Entrepreneurs,Dan S. Kennedy,"Adam Robinson, Debbie Millman, Neil Strauss, Scott Belsky, Veronica Belmont",294
Mastery,Robert Greene,"Adam Robinson, Debbie Millman, Neil Strauss, Scott Belsky, Veronica Belmont",294
Books by Scott Belsky,Scott Belsky,"Adam Robinson, Debbie Millman, Neil Strauss, Scott Belsky, Veronica Belmont",294
Sword and Laser Anthology,Veronica Belmont & Tom Merritt,"Adam Robinson, Debbie Millman, Neil Strauss, Scott Belsky, Veronica Belmont",294
A Second Chance,Catherine Hoke,Catherine Hoke,293
Option B,Sheryl Sandberg & Adam Grant,Catherine Hoke,293
Essentialism,Greg McKeown,Catherine Hoke,293
Leading on Empty,Wayne Cordeiro,Catherine Hoke,293
The School for Good and Evil Series,Soman Chainani,Soman Chainani / Susan Cain / Graham Duncan,292
The War of Art,Steven Pressfield,Soman Chainani / Susan Cain / Graham Duncan,292
Tao Te Ching,Lao Tzu,Soman Chainani / Susan Cain / Graham Duncan,292
A Little Life,Hanya Yanagihara,Soman Chainani / Susan Cain / Graham Duncan,292
Peter Pan,J. M. Barrie,Soman Chainani / Susan Cain / Graham Duncan,292
The Best of Archie Comics,Archie Superstars,Soman Chainani / Susan Cain / Graham Duncan,292
Stories of Your Life and Others,Ted Chiang,Soman Chainani / Susan Cain / Graham Duncan,292
Quiet,Susan Cain,Soman Chainani / Susan Cain / Graham Duncan,292
Quiet Power,Susan Cain,Soman Chainani / Susan Cain / Graham Duncan,292
Making Sense of People,Samuel Barondes,Soman Chainani / Susan Cain / Graham Duncan,292
In Over Our Heads,Robert Kegan,Soman Chainani / Susan Cain / Graham Duncan,292
Changing on the Job,Jennifer Garvey Berger,Soman Chainani / Susan Cain / Graham Duncan,292
Immunity to Change,Robert Kegan,Soman Chainani / Susan Cain / Graham Duncan,292
Sapiens,Yuval Noah Harari,Soman Chainani / Susan Cain / Graham Duncan,292
The Big Short,Michael Lewis,Soman Chainani / Susan Cain / Graham Duncan,292
Arcadia,Tom Stoppard,Soman Chainani / Susan Cain / Graham Duncan,292
Losing My Virginity,Richard Branson,Tim Ferriss,291
Finding My Virginity,Richard Branson,Tim Ferriss,291
Unstoppable: My Life So Far,Maria Sharapova,Tim Ferriss,291
Grit,Angela Duckworth,Tim Ferriss,291
Mindset,Carol S. Dweck,Tim Ferriss,291
Fighting Fire,Caroline Paul,Tim Ferriss,291
The Gutsy Girl,Caroline Paul,Tim Ferriss,291
The Four Tendencies,Gretchen Rubin,Gretchen Rubin,290
Better Than Before,Gretchen Rubin,Gretchen Rubin,290
The Happiness Project,Gretchen Rubin,Gretchen Rubin,290
Happier at Home:,Gretchen Rubin,Gretchen Rubin,290
Power Money Fame Sex,Gretchen Rubin,Gretchen Rubin,290
Forty Ways to Look at Winston Churchill,Gretchen Rubin,Gretchen Rubin,290
Forty Ways to Look at JFK,Gretchen Rubin,Gretchen Rubin,290
Profane Waste,Dana Hoey & Gretchen Rubin,Gretchen Rubin,290
A Pattern Language,Christopher Alexander & others,Gretchen Rubin,290
The Loom of Language,Frederick Bodmer,Gretchen Rubin,290
Why We Get Fat,Gary Taubes,Gretchen Rubin,290
Peter Pan,J. M. Barrie,Gretchen Rubin,290
Harriet the Spy,Louise Fitzhugh,Gretchen Rubin,290
The Hate U Give,Angie Thomas,Gretchen Rubin,290
The Book of Dust,Philip Pullman,Gretchen Rubin,290
Holes,Louis Sachar,Gretchen Rubin,290
Little House in the Big Woods,Laura Ingalls Wilder,Gretchen Rubin,290
Twilight,Stephenie Meyer,Gretchen Rubin,290
His Dark Materials Yearling 3-book Boxed Set,Philip Pullman,Gretchen Rubin,290
Jane Eyre,Charlotte Bronte,Gretchen Rubin,290
The Catcher in the Rye,J.D. Salinger,Gretchen Rubin,290
Black Swan Green,David Mitchell,Gretchen Rubin,290
In Praise of Shadows,Junichiro Tanizaki,Gretchen Rubin,290
Harry Potter,J.K. Rowling,Gretchen Rubin,290
Tales of Magic,Edward Eager,Gretchen Rubin,290
"The Lion, the Witch and the Wardrobe",C.S. Lewis,Gretchen Rubin,290
The Dark is Rising,Susan Cooper,Gretchen Rubin,290
The Midnight Fox,Betsy Byars,Gretchen Rubin,290
Someday This Pain Will Be Useful to You,Peter Cameron,Gretchen Rubin,290
Wonder,R. J. Palacio,Gretchen Rubin,290
"Memories, Dreams, Reflections",C.G. Jung,Gretchen Rubin,290
Into the Wild,Jon Krakauer,Gretchen Rubin,290
A Collection of Essays,George Orwell,Gretchen Rubin,290
Samuel Johnson: The Major Works,Samuel Johnson,Gretchen Rubin,290
Manhattan Beach,Jennifer Egan,Gretchen Rubin,290
Tao Te Ching,Lao Tzu,Gretchen Rubin,290
The Effective Executive,Peter Drucker,Tim Ferriss,289
The E-Myth Revisited,Michael Gerber,Tim Ferriss,289
Open: An Autobiography,Andre Agassi,Tim Ferriss,289
Song of Solomon,Toni Morrison,Bozoma Saint John,288
Meditations,Marcus Aurelius,Bozoma Saint John,288
Manhood: How to Be a Better Man-or Just Live with One,Terry Crews,Terry Crews,287
The Master Key System In Twenty-Four Parts With Questionnaire And Glossary,Charles F. Haanel,Terry Crews,287
Man 2.0 Engineering the Alpha: A Real World Guide to an Unreal Life,John Romaniello,Terry Crews,287
How to Stop Worrying and Start Living,Dale Carnegie,Terry Crews,287
The Lean Startup,Eric Ries,"Mike Maples, Jr.",286
Ender's Game,Orson Scott Card,"Mike Maples, Jr.",286
Stranger in a Strange Land,Robert A. Heinlein,"Mike Maples, Jr.",286
The Name of the Wind,Patrick Rothfuss,"Mike Maples, Jr.",286
The Count of Monte Cristo,Alexandre Dumas,"Mike Maples, Jr.",286
The Top Five Regrets of the Dying: A Life Transformed by the Dearly Departing,Bronnie Ware,"Mike Maples, Jr.",286
On Grief and Grieving: Finding the Meaning of Grief Through the Five Stages of Loss,Elisabeth Kübler-Ross,"Mike Maples, Jr.",286
The Wealth of Networks,Yochai Benkler,"Mike Maples, Jr.",286
The Way Things Work: An Illustrated Encyclopedia of Technology,C. van Amerongen,"Mike Maples, Jr.",286
Fishes of the World,Joseph S. Nelson,"Mike Maples, Jr.",286
Radical Acceptance: Embracing Your Life With the Heart of a Buddha,Tara Brach,"Mike Maples, Jr.",286
Love Yourself Like Your Life Depends On It,Kamal Ravikant,"Mike Maples, Jr.",286
Mental Toughness Training for Sports: Achieving Athletic Excellence,James E. Loehr,"Mike Maples, Jr.",286
A River Runs Through It,Norman Maclean,M. Sanjayan,285
Team of Teams: New Rules of Engagement for a Complex World,General Stanley McChrystal,M. Sanjayan,285
"Deep: Freediving, Renegade Science, and What the Ocean Tells Us About Ourselves",James Nestor,M. Sanjayan,285
"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,M. Sanjayan,285
Radical Acceptance: Embracing Your Life With the Heart of a Buddha,Tara Brach,Tim Ferriss,284
"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Tim Ferriss,Tim Ferriss,284
The Tao of Seneca: Practical Letters from a Stoic Master,Seneca / Tim Ferriss,Tim Ferriss,284
Zorba the Greek,Tim Ferriss,Tim Ferriss,284
Stranger in a Strange Land,Robert A. Heinlein,Tim Ferriss,284
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman,Tim Ferriss,284
The Five Minute Journal: A Happier You in 5 Minutes a Day,Intelligent Change,Tim Ferriss,284
The 4-Hour Workweek,Tim Ferriss,Tim Urban,283
Radical Acceptance: Embracing Your Life With the Heart of a Buddha,Tara Brach,Tim Urban,283
Whole Earth Discipline: An Ecopragmatist Manifesto,Stewart Brand,Stewart Brand,281
The Clock Of The Long Now: Time and Responsibility,Stewart Brand,Stewart Brand,281
How Buildings Learn: What Happens After They're Built,Stewart Brand,Stewart Brand,281
The Media Lab: Inventing the Future at M.I.T.,Stewart Brand,Stewart Brand,281
"Our Bodies, Ourselves: A Book by and for Women",Boston Women's Health Book Collective,Stewart Brand,281
The Sleepwalkers: A History of Man's Changing Vision of the Universe,Arthur Koestler,Stewart Brand,281
One Flew Over the Cuckoo's Nest,Ken Kesey,Stewart Brand,281
The Electric Kool-Aid Acid Test,Tom Wolfe,Stewart Brand,281
Adventures of a Bystander,Peter F. Drucker,Stewart Brand,281
Machines of Loving Grace: The Quest for Common Ground Between Humans and Robots,John Markoff,Stewart Brand,281
"SALT Summaries, Condensed Ideas About Long-term Thinking",Stewart Brand,Stewart Brand,281
"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,Stewart Brand,281
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,Stewart Brand,281
Time Travel: A History,James Gleick,Stewart Brand,281
"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey West,Stewart Brand,281
The Book of Laughter and Forgetting,Milan Kundera,Stewart Brand,281
Learning to Breathe Fire: The Rise of CrossFit and the Primal Future of Fitness,J.C. Herz,Stewart Brand,281
Finite and Infinite Games,James Carse,Stewart Brand,281
New Games Book,New Games Foundation,Stewart Brand,281
Homo Ludens: A Study of the Play-Element in Culture,Johan Huizinga,Stewart Brand,281
A Curious Mind: The Secret to a Bigger Life,"Brian Grazer, Charles Fishman",Brian Grazer,279
Friday Night Lights,H.G. Bissinger,Brian Grazer,279
The Exorcist,William Peter Blatty,Brian Grazer,279
Eye Contact: The Power of One on One,Brian Grazer,Brian Grazer,279
WTF?: What's the Future and Why It's Up to Us,Tim O'Reilly,Tim O'Reilly,278
The Civil War,Bruce Catton,Tim O'Reilly,278
Loving Every Child: Wisdom for Parents,Sandra Joseph,Tim O'Reilly,278
When Nietzsche Wept: A Novel of Obsession,Irvin D. Yalom,Tim O'Reilly,278
The Discovery of the Mind,Bruno Snell,Tim O'Reilly,278
The Odyssey,"Homer, Emily Wilson (translator)",Tim O'Reilly,278
Frank Herbert,Tim O'Reilly,Tim O'Reilly,278
"The Way of Life, According to Laotzu",Witter Bynner,Tim O'Reilly,278
Dune,Frank Herbert,Tim O'Reilly,278
Babel-17 / Empire Star,Samuel R. Delany,Tim O'Reilly,278
Dune Messiah,Frank Herbert,Tim O'Reilly,278
Islandia,Austin Tappan Wright,Tim O'Reilly,278
Pride and Prejudice,Jane Austen,Tim O'Reilly,278
The Warden,Anthony Trollope,Tim O'Reilly,278
Night Train to Lisbon,Pascal Mercier,Tim O'Reilly,278
The Collected Poems of W. B. Yeats,W. B. Yeats,Tim O'Reilly,278
Vagabonding,Rolf Potts,Tim O'Reilly,278
The Essential Rumi,Jalal al-Din Rumi,Tim O'Reilly,278
The Kabir Book,Robert Bly,Tim O'Reilly,278
The Collected Poems: The Corrected Edition,Wallace Stevens,Tim O'Reilly,278
Make : Technology on Your Time,Maker Media,Tim O'Reilly,278
The Whole Internet User's Guide & Catalog,Ed Krol,Tim O'Reilly,278
Intermediate Microeconomics: A Modern Approach,Hal Varian,Tim O'Reilly,278
"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies",Erik Brynjolfsson,Tim O'Reilly,278
Information Rules: A Strategic Guide to the Network Economy,Carl Shapiro & Hal Varian,Tim O'Reilly,278
Makers and Takers: How Wall Street Destroyed Main Street,Rana Foroohar,Tim O'Reilly,278
The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail,Clayton M. Christensen,Tim O'Reilly,278
How Adam Smith Can Change Your Life: An Unexpected Guide to Human Nature and Happiness,Russ Roberts,Tim O'Reilly,278
Riders of the Purple Sage,Zane Grey,Tim O'Reilly,278
Charlie Chan: Five Complete Novels: The House Without a Key; The Chinese Parrot; Behind That Curtain; The Black Camel; Keeper of the Keys,Earl Derr Biggers,Tim O'Reilly,278
Trilby,George Du Maurier,Tim O'Reilly,278
The Electric Kool-Aid Acid Test,Tom Wolfe,Tim O'Reilly,278
Liar's Poker,Michael Lewis,Tim O'Reilly,278
The Way We Live Now,Anthony Trollope,Tim O'Reilly,278
Can You Forgive Her?,Anthony Trollope,Tim O'Reilly,278
Real Love: The Art of Mindful Connection,Sharon Salzberg,Sharon Salzberg,277
Real Happiness: The Power of Meditation: A 28-Day Program,Sharon Salzberg,Sharon Salzberg,277
Lovingkindness: The Revolutionary Art of Happiness,Sharon Salzberg,Sharon Salzberg,277
Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,Sharon Salzberg,277
Faith: Trusting Your Own Deepest Experience,Sharon Salzberg,Sharon Salzberg,277
Searching for Bobby Fischer: The Father of a Prodigy Observes the World of Chess,Fred Waitzkin,Terry Laughlin,276
Mastery: The Keys to Success and Long-Term Fulfillment,George Leonard,Terry Laughlin,276
"Total Immersion: The Revolutionary Way To Swim Better, Faster, and Easier",Terry Laughlin,Terry Laughlin,276
Discipline Equals Freedom: Field Manual,Jocko Willink,Jocko Willink,275
Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink and Leif Babin,Jocko Willink,275
Way of the Warrior Kid: From Wimpy to Warrior the Navy SEAL Way: A Novel,Jocko Willink,Jocko Willink,275
"The Sleep Revolution: Transforming Your Life, One Night at a Time",Arianna Huffington,Arianna Huffington,274
Thrive,Arianna Huffington,Arianna Huffington,274
The Female Eunuch,Germaine Greer,Arianna Huffington,274
The Female Woman,Arianna Huffington,Arianna Huffington,274
After Reason,Arianna Huffington,Arianna Huffington,274
Maria Callas: The Woman behind the Legend,Arianna Huffington,Arianna Huffington,274
Picasso,Arianna Huffington,Arianna Huffington,274
The Gods of Greece,Arianna Huffington,Arianna Huffington,274
The Wise Men: Six Friends and the World They Made,Walter Isaacson and Evan Thomas,Walter Isaacson,273
Poor Richard's Almanack,Benjamin Franklin,Walter Isaacson,273
The Odyssey,Homer,Walter Isaacson,273
Adventures of Huckleberry Finn,Mark Twain,Walter Isaacson,273
Hamlet,William Shakespeare,Walter Isaacson,273
William Shakespeare,William Shakespeare,Walter Isaacson,273
The Moviegoer,Walker Percy,Walter Isaacson,273
On the Bus,Paul Perry,Walter Isaacson,273
On the Road,Jack Kerouac,Walter Isaacson,273
The Autobiography of Benjamin Franklin,Benjamin Franklin,Walter Isaacson,273
Fantasyland: How America Went Haywire: A 500-Year History,Kurt Andersen,Walter Isaacson,273
Whole Earth Field Guide,,Walter Isaacson,273
The 4-Hour Workweek,Timothy Ferriss,Walter Isaacson,273
Finding My Virginity: The New Autobiography,Richard Branson,Richard Branson,272
Losing My Virginity,Richard Branson,Richard Branson,272
"Screw It, Let's Do It: Lessons In Life",Richard Branson,Richard Branson,272
Like a Virgin: Secrets They Won't Teach You at Business School,Richard Branson,Richard Branson,272
The Weather Makers,Tim Flannery,Richard Branson,272
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,Richard Branson,272
Sapiens: A Brief History of Humankind,Yuval Noah Harari,Richard Branson,272
Mating in Captivity: Unlocking Erotic Intelligence,Esther Perel,Esther Perel,271
The State of Affairs: Rethinking Infidelity,Esther Perel,Esther Perel,271
Breaking the Male Code: Unlocking the Power of Friendship,Robert Garfield,Esther Perel,271
Fighting for Your Marriage,"Howard J. Markman, Scott M. Stanley and Susan L. Blumberg",Esther Perel,271
Opening Up: A Guide to Creating and Sustaining Open Relationships,Tristan Taormino,Esther Perel,271
Sex at Dawn,Christopher Ryan and Cacilda Jetha,Esther Perel,271
The Hard Thing About Hard Things,Ben Horowitz,,270
High Output Management,Andrew S. Grove,,270
Only the Paranoid Survive,Andrew S. Grove,,270
"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel and Blake Masters,,270
Walt Disney: The Triumph of the American Imagination,Neal Gabler,,270
Smart People Should Build Things,Andrew Yang,,270
The Start-up of You,Reid Hoffman and Ben Casnocha,,270
The Alliance: Managing Talent in the Networked Age,"Reid Hoffman, Ben Casnocha and Chris Yeh",,270
32 Yolks: From My Mother's Table to Working the Line,Eric Ripert and Veronica Chambers,Eric Ripert,268
Tribe of Mentors,Timothy Ferriss,Eric Ripert,268
Buddhism For Dummies,"Jonathan Landaw, Stephan Bodian and Gudrun Bhnemann",Eric Ripert,268
The Four Noble Truths,His Holiness the Dalai Lama,Eric Ripert,268
The Miracle of Mindfulness,Thich Nhat Hanh,Eric Ripert,268
Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Eric Ripert,268
Radical Acceptance: Embracing Your Life With the Heart of a Buddha,Radical Acceptance: Embracing Your Life With the Heart of a Buddha,Eric Ripert,268
